3300BEND0046
7745WEBE0005
1077HART0000
8900ERIK0013
5540FILY0004
2900SOOS0006
8948TOLL0052
6760ROZS0040
1078HADN0016
1144TIKA0000
1118FELI0000
5920ORAS0000
9012UJHA0013
9012UJHA0035
9012UJHA0013
9012UJHA0035
4551VONA0036
8083SZOB0000
1212NYIT0003
2760ZSEB0000
6725SULY0032
4026ANDO0009
1063CSIC0000
7735TETZ0015
1183HARD0017
2084NEME0000
3872BODO0007
3332PINT0000
1215BAJI0000
5530SERE0021
2721GOZA0056
8132KOND0001
7400ZATY0027
8500BINE0009
9113CSAN0017
2315KARO0000
8121CZEN0000
6771DOMO0101
6771DOMO0101
1064VALL0052
1039ZACH0003
4225MARU0035
8220STEF0050
3743FORG0028
3534CSAC0000
8156SCHN0000
6724GYEN0000
8152MART0000
1115BIAN0001
4460KOPP0000
9761ZSED0000
5435REKA0004
1071KOLE0036
2800RUSK0000
1031DROT0000
2681KOKA0002
8000KASO0004
6724GILA0002
2111BART0000
7633NARA0003
7400PAGE0019
9485BAUE0106
3077KIRA0015
3763HORV0005
2337KELL0031
7570MIGA0049
6771RUZS0015
2347SEBE0004
1068DANK0106
1185HLAV0000
2600KAZA0024
2600KAZA0004
1181LIZA0000
4029DURO0085
4400VAJA0000
4400VAJA0007
4400VAJA0007
1033KURU0000
2025RADI0010
4243BOTT0014
2017DEAK0010
2060JAKU0000
9724BANY0040
1119ZUBO0036
7014POGA0044
4432KISA0037
4432KISA0037
6800NELL0017
2427GALO0173
5621VILL0017
4456SZUC0016
5600MUSU0011
4034PETH0039
4034JANV0035
4516GEGE0009
1171SZAK0009
5530MEZG0041
3872BATO0026
1133SALL0000
2173JUHA0000
7192JOKA0023
8600POLA0073
4501PUSK0014
1146TARI0002
3418MAGA0000
3848BABI0000
1144NEUB0060
1154MULL0059
2234KRAK0001
3530NYIL0002
3565PERG0139
6723SCHN0000
1106BATI0000
2472BOCS0039
8194SULE0000
1085DOBO0000
4029POST0035
9025JAKU0028
1134FUZE0000
9122GERE1144
8230BEDO0000
8999BARB0128
1045MARO0002
4481BARA0019
2660SZEI0023
9011PERG0073
4262BODN0052
2347KRAN0019
2347KRAN0019
7636LIPP0000
7584KALA0028
4405MESZ0000
4400DRAH0022
4400DRAH0022
6353OLLO0060
2837PAJE0000
1042CZEB0020
4034KRUZ0001
7015KRAN0000
9441FOZO0010
2746BALO0000
1068LAKA0018
4400HANU0019
4027ALBU0048
7766SZAB0000
4025CSAR0050
1106MILA0039
1048OSZK0107
3101BARN0052
3531MIKU0105
4495LLID0011
9023REIT0014
1163LEGR0010
2431PETR0000
1136MATO0034
1106JAKS0012
3525HERK0000
1055BUND0000
1201RAPO0028
1201RAPO0028
1201RAPO0028
1073HUGY0000
4320GURA0015
1013B. T0006
3214MATE0008
3529BURO0000
1138KETT0007
3980GESP0003
4440JARC0011
1221DALM0009
3521HUDA0026
7150GRAD0000
1077HELL0004
9100DEKA0067
2230MURA0000
1041TRES0087
1174JORD0021
4225V.KI0029
8913FILI0004
3358TALL0010
5561RONT0000
2212CZAN0013
6726HIR 0012
5525SZUC0019
2432SINA0005
5650VASV0055
4968SZEG0052
2944BART0005
2330CSUC0015
2144NEME0002
8200LESZ0029
8000TERB0019
8400BERN0021
2626EORY0018
1094BJAO0039
3240SUTO0011
2120TREC0006
4026JANC0043
4220HAGA0000
2890JEGE0048
9700MILT0000
1172WELI0000
2241FAZE0020
3450RICZ0010
5000RADU0000
3325ANGY0030
4274MORA0063
8060PATO0010
1116ZICH0046
1103MENY0027
7432CSAP0018
4181KOCS0001
2900PETL0000
4441VOLO0000
7144SZUC0027
2100BANH0072
3529RIGO0001
1083JOHA0062
2060KADA0029
1194HORO0000
4751MIHA0084
8700GUNI0015
2730JUHA0008
3573MIHA0007
3459HENZ0041
4200CEGL0028
8248GYUL0231
2074FERE0000
4125FANT0000
3720JASK0013
7343BALO0064
8440KLER0011
3358BACS0015
2509KOKE0057
2102KELL0002
1038TARR0022
2120LOCS0019
9722NAGY0004
9722NAGY0004
3900ALFO0001
8315KISH0000
2151DARI0064
2095MARJ0001
3907BOBK0014
1123BARC0005
3721LAZI0022
6720KUN 0002
8124CSOG0005
9011TURA0007
9011TURA0007
4028ALFO0121
1039FELS0002
4173BECS0016
7987SZAB0007
2051PALK0008
4212SARK0007
4551ELEK0030
1073KAPA0054
7140GASP0090
4481UJVA0032
1016SEMS0008
4800KOPI0001
3531THUR0036
1191CZEG0000
2134MATY0009
3915ELES0006
1025ANGY0043
4028HUSI0003
8621GERE0002
5200IMRE0014
4034URBA0014
5400BAN 0000
5130LISZ0027
5130LISZ0027
7131WEIS0121
4765MOLD0001
8100CSON0029
2234ZELL0001
2234ZELL0001
8800APAH0000
7200SULI0020
6041PINC0194
1163KULI0011
6000FIGU0009
2683BARA0106
5400TRNI0021
2465TOKA0006
1202TORM0000
3729VARA0178
3700ISTV0028
9152BURN0017
4002GALI0017
4554SZEM0000
2049PODA0005
8123HUSZ0000
1185MAGY0016
4812FODO0050
4244ESZE0082
7018SZAB0000
3874MARK0024
7431BORO0055
4547JAND0000
1102KAKU0000
7431SIMO0003
2521POCZ0006
3519NEME0007
1237KANT0038
2112HALM0000
1097MEZE0000
4026CSIS0041
3580Z NA0003
2941PEID0003
8991KISS0004
1214OPOC0000
4028MARS0049
2027VITE0014
1039HELF0000
8060STRE0016
2053TOMP0020
1135SCHW0065
4472MOGY0065
1131HAGA0000
1027LISA0056
8135PAKS0021
8429CSAJ0000
5462NYES0000
7720GROS0000
3834FANC0014
6343LACZ0011
3778GAVE0037
3013KOML0000
1081KUNS0001
1221LACZ0027
4246SASH0000
7763VICZ0001
3400KOCS0008
4251DUTK0062
2760ESZE0025
1089FERV0000
8225ERZS0000
2145BAK 0005
3524PUDA0000
1077MASA0024
2030LOB 0000
6086PINC0024
1117GYAR0020
8230KURY0000
1171ABDI0000
2500MEGY0002
5510SZEN0002
2536BASH0003
6647ZSOT0018
6451JENO0020
2143SIKL0000
6800PAVE1477
2921LEST0018
1102BUUS0029
6760TISZ0014
4177LUNY0018
4177LUNY0018
1048MALE0120
3816ZELE0349
9023MEGA0057
4100KERT0008
3526PODH0082
2483GOMB0006
8143HARM0000
1108VARS0000
4251FRAN0024
3300HORM0006
1047SIEG0000
9142OLAH0000
9757PINT0000
7623MATT0040
4244BODI0096
4025FUTO0010
1234BALI0041
9173TOMO0074
5500SZTE0013
1157GRUB0089
8380NYUL0003
3355PAZS0011
3368LAKA0030
4400KEZS0030
4320MAKO0016
8060KOHI0017
8060KOHI0017
1097FERE0001
3532LENA0000
6453BENE0000
1095BACS0009
9024ELES0003
1138BOK 0020
3386GULY0000
7636KAPL0003
3533VASI0000
9023LEVA0007
3654MINK0012
1239SZEG0024
1134TENT0000
6078KURU0139
1174PUSO0000
6721TRIE0010
4233SOMO0000
5130DIKA0020
4173KISS0026
2365WERN0000
4484NYIL0024
1143BESN0134
4955NAGY0016
1139HAJZ0032
3985SUTO0057
7100SBAI0000
5435PATK0081
8600CZEG0001
2176CZEB0057
2081JEZ 0001
1121SOST0000
2081JEZ 0000
7751KORN0016
4080BUSI0000
2120DOBR0019
4400ZEKA0052
3070GECZ0015
1186VARI0220
6400OLTU0001
4024MUSK0014
6451BORC0005
9313TRUI0126
7627IMRE0010
8192MANI0029
8192MANI0000
2740SZOL0000
6795VECS0012
1039ZOMB0000
1221OTVO0028
2173IZRA0073
1133SARI0010
7623LIEB0003
4544HERC0002
1195ORI 0032
2517BORZ0017
1131RICH0000
1063TARJ0014
4245MILE0029
3622SIPO0025
1123OROS0039
3253BALI0129
8743KUN 0000
4243KEKE0009
6067NEZO0010
9241ABDA0014
8700FUJS0017
6000EZSI0000
8230MUSC0024
6239SCHU0036
3915DALN0129
9121DOBO0007
1133LENA0048
1083GODV0000
4243TOMP0121
4272BONA0003
1165ABLE0038
5200GAAL0000
1192DOTS0012
3525BAFF0008
7039FULO0010
3812MIDA0007
8600MOLI0000
5300ROMH0006
5520NYIT0033
1075RUMS0003
4320SZUR0019
1023UJFA0006
7636RICH0000
1143KARP0033
1118SZUN0000
2890ATS 0012
2635KELE0008
3521MATA0019
4532VASS0011
3700MASZ0020
3700MASZ0035
7122SCHW0386
7122SCHW0386
2023SAFR0022
2536BOSN0005
7081ADOR0022
1000BIRT0054
4002PINC0030
8105VARI0000
5085FABI0058
2615DINK0004
2653PETR0011
1042VENO0036
1083BABA0113
1083BABA0052
3100BEND0080
2314RATI0085
1072MOKA0013
4211HANC0010
3553SZEM0000
1163FOGA0020
7727JOKU0133
7727JOKU0133
6645HEIN0021
1213RIZM0008
3535KALI0030
9143BARI0071
8192KUGL0000
2117SZLO0042
2760PAUR0053
2310BEKI0134
1065KEKE0002
2192GEIG0048
1201SUSA0065
2040IRTZ0015
8083KAPA0029
2712VISN0019
1089LEHO0000
2484ZSIR0116
4405EPER0002
1201VERS0028
3524BANH0020
8246SARK0016
2142SINK0001
2009BARB0000
1116VUCS0052
8100CZVE0010
3011ANDR0085
3800HEGE0005
4400JNE 0008
2100TRAB0017
3300KOBL0067
6075GULY0016
4271BOR 0028
7831LENY0000
3525DANK0044
1072NOVA0012
9097BENK0098
7624MEIX0003
5051DENE0009
5051DENE0009
3525MITR0008
1035BENK0000
3711IGNE0058
3711IGNE0058
3711IGNE0058
3718BODO0038
4252KAPU0030
4405TESK0017
1091BARN0014
7081SALL0002
2225POKO0017
4751KASU0027
1215LANT0008
9023SZEB0076
4545JAKA0037
3000HUNC0020
1123LEND0005
3425RAJC0014
4374VILL0004
9774SZAK0000
1155MEGY0003
1155MEGY0003
6792BENY0115
4632CSAB0043
8431GYOR0008
3586OROS0000
4241BAJK0000
2660KISZ0010
