8300MATU0000
1071HAPE0000
2457NAGY0066
2755KANI0001
8600KOVA0000
1056HAJD0000
1034PROH0088
1181OLAH0000
3529TOTH0000
1077KISP0000
1165EGRI0000
1062SZEG0000
2840PAPP0000
8800TORO0000
8656NEME0000
8100NEME0000
6800MAGY0000
7030MIHA0000
2400SIPO0000
7971NEME0000
4355POLY0000
2191VARG0000
3009SEBA0000
6000NAGY0000
1031KISS0000
1142BARB0000
2600DAVI0000
1171SZEN0023
8648SZAB0000
1138IZSO0000
2072MOLN0000
5081MARK0000
8135HART0000
9700HORV0000
5200SZIL0033
1195JAKA0000
5083TAKA0000
8913CSER0021
1172EORY0014
3104KROM0111
1183ANDR0000
1076NAGY0000
6621GAL 0000
4800KOVA0000
4032TAKA0000
1339BARO0008
3182LAKA0000
4242BALO0000
6400RAJC0000
1055TOTH0012
7020VELI0000
1192KOOS0000
2146PETE0000
8000HORV0000
8174LOTZ0037
1172MITO0000
4026KOVA0000
2181BELL0000
3396VIG 0008
8474BUSA0000
2800SZAB0000
2800SZEB0000
2096DECS0000
2131KALA0000
1091RACZ0000
1027SERF0000
2220PASZ0000
2400SZIL0000
3337TOTH0000
4343HAKL0015
2051NEME0000
5527VASS0000
2440KARP0000
2422TAMA0000
1144RESS0000
2049KANY0000
1196PAMU0000
1144SZAS0000
3042VAS 0000
4029ANDR0000
5525FARK0000
2151PATA0000
4400DANK0000
9798HEGE0000
2360NYIR0000
1131PETR0000
2330NAGY0000
2200CSEN0049
8373DOMB0000
8163KUTI0000
1201JOZS0000
1131KUPU0000
3530LEST0000
1152KOVA0002
2094GUZL0000
3000MORV0000
2760GAZD0000
4243TOTH0000
2337HERM0000
9061REVE0000
3922BUDA0000
2330MARK0000
3922BUDA0000
8105BODO0000
4562POLY0000
2141BENK0000
7626ROVA0000
3100IPOL0000
9330MADA0000
3775GECZ0000
1145EVA 0000
2144KONC0000
8613SZAB0000
1072BERN0000
2342HAJC0000
1158SZAB0000
2330KISS0000
1122KELE0000
8900SAND0000
1212MIKE0004
8000BODI0000
1131FERE0000
9700HECK0000
7624PETH0000
6710OLAJ0049
3384SAS 0000
2074VINC0010
7636VANY0000
1143KOVA0000
2510MART0000
4065HERC0102
3064FILL0028
8925DALA0000
2310HEGY0000
9012LAMP0000
2490HORV0000
8692PERE0000
8000TAKA0000
9061VARG0073
6300SZAL0000
EC1VKINC0000
4024LEHM0000
1064MOLN0000
2700MESZ0000
4181KOVA0000
4029MOKA0000
1158WEIS0000
8200ESES0000
5461CZET0000
9737CZIR0000
3135PERC0000
2234BOBA0000
2100MADA0000
5621FUZE0000
5300MADA0000
2800KOCS0000
1215MATH0000
4032NAGY0000
1191BALL0000
2183HORV0000
4244VARG0000
1142CSIA0000
6000BENE0000
2370SURM0000
7634MOLN0000
1082ONOD0000
4200JAKA0017
8200MOLN0000
2213FAZE0000
2151HODO0005
6060TAPO0000
7626KASZ0000
9672KISS0000
2316RUZS0000
8111JANK0000
2310BARA0000
1161PALE0000
1215KOSZ0000
1133SALL0000
2145BAK 0005
8767ORBA0000
3400JUHA0042
4440MAGY0000
7500BERK0000
4244MOHA0000
1165BOZO0000
7628BELL0000
1031PAPP0000
1076BATU0000
7003RUSS0000
7300SZUC0000
6077BODR0000
8600SZAL0000
1204CSAB0149
1031HAVL0010
6728PASZ0005
1088RADN0023
6086JUHA0000
4026VISZ0000
8409LACZ0024
1238GODR0007
7775CSIR0054
4030UNGV0008
6353HORV0000
3900SUHA0008
7634MOHR0001
1041PAL 0075
3031GYEN0014
9200LAKI0013
1031SOLT0021
3950KEKE0021
8992POGA0006
6060SUBI0021
8000GOMB0033
3433VAGA2020
8355LIBO0022
3877GYER0008
6900KOZA0030
1192MOSO0002
9028LASZ0014
3529OKSZ0003
5600LAKI0010
2310BENK0006
1105JUHA0020
5700GYUL0009
3441NAGY0000
4434OROS0000
3530GOTH0002
7355BORS0050
1103GAZS0023
7633WIMM0003
2120LINS0035
1046HUND0013
2800PALO0086
1145CZIN0001
7800SZEN0000
8468SZLA0025
7800GAL 0026
4400MAGY0033
1031KELE0001
6900MESZ0001
2766HEGE0012
1214SZAB0022
2373BORB0096
6792TUHE0046
9113NOVA0008
8500SOOS0033
3300KERE0014
7775TISZ0005
1101FAZE0005
1119ORSO0113
7461TAKA0000
7400PISZ0008
1139KOSA0000
3036GOND0001
3060NAGY0122
5540PAP 0003
1012CSAK0000
1156SOOS0008
9071BOCZ0000
5143AGOS0032
2400TAKA0004
2510BURA0018
7636GADO0040
2151KOVA0037
4183KENE0011
9121DOBO0007
6723FAZE0004
5000HESZ0006
5400KOVA0028
9071SARK0001
4965BAKK0035
4027DOBA0023
7694CZEN0027
2131BERG0038
7629KESM0027
2017SZOC0011
3900MOLN0005
2400PAL 0003
3400PAP 0035
1212PIPA0001
3980CSUP0009
4400UJJ 0107
8000TAKA0007
3524KISS0013
2490NEME0000
2626CSEF0017
8100BALO0003
8600KIPR0002
4183RACZ0131
8000SZMA0019
4400LAMO0064
2517RADO0027
8800HORV0038
8360DUDA0056
6000MAGO0027
6794SARK0041
1114PARO0002
8360DUDA0056
3562BALA0011
1078DEME0037
1024PORG0003
4644JUHA0020
8360DOMI0056
4095BALO0007
9144ZENG0016
4031PUSK0093
9074PUSO0023
5600PACS0009
4400ROCS0001
1033ROZA0003
4371KOLA3165
1162BODO0009
4632SZAB0013
8248GYUL0231
3021SZAT0036
1221LACZ0027
7624BALO0011
1066TOTH0038
1134FEKE0039
7624SZUP0031
9011KISS0134
2316VARR0013
2081BALO0019
7629FERE0132
2095MARJ0001
1043CZAK0023
1032HORC0013
3104ANGY0048
1037ROFU0053
8946TOTH0089
6600SZAR0027
6723MOLN0081
6723HAJA0004
2119TERE0012
3355BORI0016
9343BUDA0016
1078KIRA0047
2890MAJL0016
6522LOSO0114
2200MEZE0003
6000TUBA0016
1131KERE0024
7478VARG0014
8225KOVA0641
3600GACS0033
4400MURI0081
7694STER0055
8100ROZS0018
1107STOF0011
8360KOVA0032
5700BERE0062
1115VINC0030
1089OSVA0025
2194KUTI0046
2113PROH0014
1116VUCS0052
7300BALI0019
5244FARK0061
2483HEGE0048
2230ZSOL0024
5700NAGY0017
4405NAGY0005
4821TOTH0023
2113PROH0014
1193KIRA0002
2117JOLC0007
1144BART0052
2536SINO0000
3534BUJT0029
1074KURC0022
7633BODI0003
6723BODO0009
1188GYUR0042
2700ECSE0050
9800FULO0021
6723TORO0134
5000TURA0005
2113PROH0014
2030BERT0090
1141MURA0159
7712SCHI0013
2660SZUG0013
3300ZAHE0056
9756TOTH0018
5054SOPR0010
2760LAJK0002
2800KATO0109
9400VERE0010
4146SZIL0005
1173BART0044
9027SALA0037
2315MAGY0061
2766HEGE0012
4400VAMO0022
8868SZAB0003
5666KAVA0009
6723KATO0019
3300HOPK0045
2330LELE0010
2120MOLN0005
4400LIPC0036
4027KOCS0000
9028KAMA0021
2181PODL0010
8143TOTH0003
7624HANT0008
6723NAGY0019
1071KOLE0036
1103MIKO0045
6521HART0131
1022HALM0019
1033ROZA0003
1038HOSZ0003
7900SARO0048
2760SZAB0003
6000ZENT0007
4352KOMA0015
4033KOVA0071
9023LEVA0007
3214BALO0000
6000FARK0019
2030MOLN0023
9112EDVI0003
1157TORO0061
8840VARG0000
5700SZAB0012
1191POLG0026
2120JEBU0016
6771SZAB0003
2030POT 0006
8360TOTH0068
6430KLAU0061
6430KLAU0061
1204MIHU0000
5903MAGO0063
5662ANNU0006
2310VIDA0004
4440KENY0013
1118KORP0000
4032SZTA0012
9142RUZS0005
2840SZAB0000
2230SZAB0011
4400GYON0012
1204PALA0005
2330TURA0010
1118SERE0007
6430KISS0033
2191CSEJ0005
3321EROS0002
1158BAGL0019
3900SUHA0008
8400SZAB0008
2943KAPP0007
1213CSAP0155
4400ILLE0008
8000GYEN0014
7624JOKA0004
9232FAZE0099
2373ZSIT0045
2800RACZ0107
5630CSAP0015
8274ILLE0001
8373SZAB0020
8274ILLE0001
1141EOTV0113
4130SZAB0008
1174LUPK0029
1031BELS0002
8200TOKE0009
9730GADO0010
3600KOVA0024
5200LIBO0047
3014FULO0008
4002KOLA3165
4400OLAJ0068
1156MIKS0008
9030TAKA0036
2330KOLT0048
1016DEME0016
4028TASN0037
6326SCHM0081
9200SIMO0086
5300ROMH0006
2151KERE0007
4700BERT0020
4400NAGY0001
3060NAGE0078
2890SZIL0051
1103CSOS0002
8562UST 0015
3100MIKL0032
6921T  T0044
2462MIHO0043
4100PERC0028
2421SUKI0042
2151MEDA0031
8200TEKE0058
4244GYIM0124
8230KULC0041
4200NYIL0038
2931SZOR0006
1191TORO0000
2931VILA0006
2931LAKA0006
2330JAKA6238
9938WIND0008
2085BREI0057
7632NEME0004
2100BOGN0001
2100ZSAM0004
4033TORO0035
4183FURK0131
1173RONA0033
4523REZ 0032
3994BUDA0007
2900PAVL0008
4146EGER0012
2220FARK0004
3400GASP0007
5136BATA0032
6200MOCZ0000
1172ISTV0025
9632KELN0021
1191KELE0004
9241TOTH0003
5241KISS0004
6300ERDE0011
2000KIEF0016
4163JENE0021
2890MONO0026
0000GYAR0000
2300BRAD7036
6800SZAB0005
7988NYUG0064
2890SUVE0003
3534KAPO0037
5516SZEI0000
5600TOTH0075
3182BERK0090
5435HOGY0006
5340NAGY0007
1084BUJD0009
6723CSIK0140
3700ZELE0012
8220FUCH0014
6750DAMI0035
9200DELB0086
2900TARN0002
4811JANO0000
5430CSIK0065
7960BENC0011
2428TANC0002
4029HART0009
6000BART0004
6070HOLL0017
7988ELSI0085
3100TOTH0011
2800ABAI0000
7631MECS0029
8960P  C0001
2030HORV0032
2074DENE0012
3528MESZ0019
5931HUSZ0061
6727KADA0069
1214HORV0003
4031PETE0020
1157FEKE0025
6440ADAM0051
